emp_no,first_name,last_name,gender,salary,to_date,dept_no
479497,Sanjeeva,Azumi,F,51113,1990-01-23,d006
479498,Etsuo,Lemarechal,F,58202,1992-10-21,d002
479502,Fay,Hettesheimer,M,56773,1989-03-12,d004
479508,Takahira,Cunliffe,M,59118,1996-07-31,d002
479516,Fusako,Niizuma,F,50919,1989-08-16,d008
479520,Jacqueline,Ranum,F,40000,1996-03-10,d003
479521,JoAnne,Zaiane,M,50875,1988-02-08,d006
479525,Wojceich,Thorelli,F,40000,1996-07-14,d004
479528,Saddek,Rodham,F,60523,1989-01-25,d005
479543,Dmitri,Aumann,M,81444,1986-06-01,d007
479559,Yuchang,Monkewich,M,57137,1996-12-02,d007
479562,Temple,Barreiro,M,55311,1987-03-02,d008
479564,Valeska,Fiutem,F,54484,1995-10-11,d006
479566,Paraskevi,Manderick,F,75720,1989-06-03,d007
479581,Yinghua,Thimonier,M,65061,1987-07-06,d009
479582,Rafols,Grospietsch,M,51989,1998-09-30,d007
479589,Kristinn,Buchter,M,64151,1997-03-17,d006
479593,Sampalli,Chvatal,M,40000,1987-03-30,d002
479595,Aemilian,Litzler,M,52780,1999-04-10,d008
479596,Tze,Farrar,F,55437,1995-04-25,d005
479598,Uriel,Dayang,M,57670,1988-07-15,d005
479606,Mark,Trachtenberg,F,49623,1993-06-26,d004
479615,Utpal,Sadowsky,M,40000,1991-03-29,d005
479619,Anoosh,Ligten,M,80541,1991-11-16,d007
479620,Heping,Skrikant,F,53547,1990-07-29,d004
479625,Itzchak,Parfitt,F,43961,1999-01-21,d004
479627,Gonzalo,Schaad,M,42087,1994-02-13,d004
479633,Kitty,Lundstrom,M,50920,1993-05-21,d001
479634,Ravishankar,Pelc,M,64174,1987-11-30,d005
479636,Otmar,Murtha,F,55916,1995-06-21,d004
479637,Genta,Marsiglia,F,69894,1989-07-09,d007
479641,Marin,Rousseau,M,58733,2001-01-07,d009
479645,Ravishankar,Fontan,M,40000,1990-11-02,d004
479651,Lena,Roohalamini,F,65730,1995-01-22,d005
479653,Conor,Reeken,F,77025,1991-07-11,d007
479655,Moriyoshi,Scharstein,M,40000,1997-09-19,d005
479660,Nishit,Harllee,F,41230,1990-10-11,d004
479664,Deniz,Barreiro,F,53063,1993-01-30,d005
479665,Adib,Geffroy,F,70307,1996-12-02,d007
479669,Pranjal,Dayana,M,45102,1991-05-01,d005
479676,Marl,Ressouche,M,48898,1999-01-15,d006
479679,Douadi,Spelt,M,46923,1990-09-16,d004
479682,Rosine,Wuwongse,M,50380,1992-08-26,d005
479683,Satoru,Leppanen,M,40000,1998-08-24,d008
479688,Lijie,Hanratty,M,40000,1999-03-22,d005
479689,Zhiguo,Akazan,M,41247,1993-07-14,d008
479690,Breannda,Fandrianto,F,40000,1988-11-05,d003
479692,Gio,Rodite,F,40000,1998-06-17,d006
479694,Huican,Itschner,M,40000,1995-12-02,d008
479708,Hilary,Dayana,F,53839,1994-07-20,d007
479709,Geoffry,Reghbati,F,64204,1996-01-21,d004
479711,Mara,Heyers,M,68356,1998-09-30,d003
479712,Jiafu,Sanella,F,40000,1990-08-30,d004
479717,Moheb,Tzvieli,M,62016,1989-11-07,d005
479720,Sivanarayana,Figueira,F,54536,1988-08-13,d005
479721,Elvis,Matzel,M,41043,1986-06-28,d004
479729,Lalit,Parascandalo,F,69033,1996-08-21,d002
479733,Candido,Hardjono,F,40000,1994-01-07,d004
479736,Kousuke,Morrin,F,64601,2000-01-15,d002
479743,Nathan,Greenaway,M,48692,1988-06-15,d004
479748,Satoru,Azulay,M,41469,1993-12-28,d004
479749,Wilmer,Giaccio,M,54506,1997-08-15,d004
479753,Jaques,Talmor,F,75095,1994-04-18,d007
479763,Stepehn,Braunschweig,F,58400,1997-08-19,d005
479764,Kazuhisa,Bashian,M,43816,1996-03-20,d005
479771,Bernardo,Ranst,F,59852,1995-08-16,d007
479773,Mingsen,Plumb,F,40000,1992-01-19,d005
479778,Sajjan,Naumovich,F,40000,1997-02-13,d004
479780,Shietung,Mayerwieser,M,74270,1996-11-05,d007
479784,Paloma,Raney,M,54506,1998-07-08,d008
479791,Vidar,Mamelak,F,74228,1992-09-10,d001
479793,Phillip,Schmezko,F,40000,1990-12-28,d003
479795,Leucio,Junet,M,40000,1999-05-29,d005
479800,Kamakshi,Tzvieli,M,78967,1995-01-24,d007
479801,Seongbin,Angot,M,83168,1996-08-28,d004
479808,Tsvetan,Pfau,M,40301,1992-01-15,d004
479812,Fuqing,Staudhammer,F,75803,1986-04-28,d002
479813,Mohammed,Vernadat,F,43206,1989-03-31,d009
479821,Takahito,Mundy,F,52712,1987-10-13,d006
479824,Manibrata,Auyong,M,53177,1997-02-13,d005
479826,Ghassan,Azulay,F,40000,1991-10-29,d006
479836,Muzhong,Usdin,M,66863,1988-10-08,d002
479850,Sorina,Codenie,M,48435,1989-06-22,d005
479861,Soenke,Seghrouchni,M,40000,1997-08-09,d005
479864,Rimon,Irland,F,75706,1991-08-05,d005
479866,Heng,Pellegrinelli,F,40857,1989-11-20,d005
479869,Iara,Ressouche,M,40000,1989-05-21,d004
479872,Annemarie,Angelopoulos,F,40000,1993-03-06,d004
479873,Behnaam,Kugler,F,40000,1999-03-09,d005
479875,Oscal,Lodder,M,40303,1991-08-08,d001
479876,Muneo,Liedekerke,F,65827,1999-12-19,d001
479878,Kwan,Orlowska,M,40000,1990-09-20,d004
479881,Odysseas,Kavvadias,M,51839,1986-08-16,d001
479882,Caolyn,Imataki,F,40000,1998-03-17,d005
479885,Sariel,Schade,M,71827,1994-04-20,d007
479894,Ipke,Gonthier,M,75956,1992-04-10,d007
479898,Weicheng,Baig,M,40000,1991-07-23,d004
479905,Danai,Peir,F,40000,1987-08-05,d005
479906,Duri,Silva,M,40000,1989-08-27,d005
479910,Tetsushi,Docker,M,98010,2000-02-22,d007
479916,Tianruo,Kamber,M,40000,2000-04-05,d006
479919,Marke,Pauthner,F,56644,1995-11-21,d004
479922,Yifei,Copas,F,57568,1992-08-27,d005
479924,Tsutomu,Gelosh,M,76552,1991-06-19,d007
479936,Collette,Dayana,M,50099,2000-04-20,d006
479937,Rimli,Kroft,F,51763,1988-04-26,d001
479945,Jeong,Paciorek,M,55272,1989-12-04,d008
479948,Xinglin,Ghandeharizadeh,M,40000,1998-11-23,d007
479951,Naftaly,Paciorek,M,40000,1995-09-18,d004
479952,Shalesh,Colorni,M,87491,1995-06-09,d007
479956,Ramya,Baar,F,53110,1998-12-14,d005
479958,Uta,Schmezko,F,51035,1986-11-03,d007
479971,Kristin,Poulakidas,M,44695,1997-01-28,d005
479973,Rutger,Asser,F,67139,1994-05-08,d001
479975,Kazuhiro,Pews,F,80101,1987-01-16,d005
479977,Tzu,Gunderson,M,60609,1993-02-07,d005
479986,Isamu,Oxenboll,M,58838,1999-12-17,d006
479993,Tayeb,Marciano,M,45455,1998-07-12,d006
479994,Rosli,Wendorf,F,40000,1991-03-16,d001
480003,Uta,Brlek,F,48692,1986-05-24,d004
480008,Zengping,Unni,M,40000,1991-01-27,d006
480018,Zvonko,Kawashimo,F,67906,1992-11-20,d004
480020,Prodip,Gips,F,40000,1993-02-08,d008
480021,Bouchung,Iivonen,F,60228,1995-08-28,d004
480024,Chrisa,Gornas,F,41254,1995-04-01,d008
480034,Tokuyasu,Casley,M,48553,1989-10-27,d006
480042,Rildo,Brodie,M,40000,1989-01-18,d002
480043,Franziska,Chiola,F,47567,1987-04-14,d001
480044,Sudhanshu,Jording,M,53868,1986-08-05,d009
480051,Kwan,Erol,M,45498,1986-11-11,d005
480052,Chinho,Weisert,M,58746,1989-11-25,d005
480059,Honesty,Billingsley,M,70663,1988-08-11,d004
480060,Adas,Radwan,F,45665,1987-12-24,d004
480067,Masanao,Jansen,M,40000,1999-09-15,d005
480069,Barun,Benzmuller,M,55658,1992-12-31,d005
480075,Becky,Hoppenstand,F,80301,1998-10-20,d009
480082,Karlis,Marchegay,M,52411,1993-10-05,d001
480085,Kien,Krider,F,50697,1989-09-07,d004
480087,Kazunori,Irland,F,50881,1995-08-06,d004
480089,Harngdar,Ferretti,M,45635,1993-02-24,d009
480090,Gad,Krone,M,55000,1988-10-10,d007
480091,Morris,Shimshoni,F,40000,2000-11-28,d005
480093,Masadi,Sambasivam,F,52990,1988-10-09,d004
480096,Abdelaziz,Percebois,M,58001,1988-08-29,d005
480097,Doowon,Otillio,M,48982,1993-03-18,d005
480098,Zine,Monkewich,M,40000,1995-08-14,d003
480099,Jouni,Kalloufi,M,42780,1999-05-17,d009
480102,Przemyslawa,Geffroy,M,40000,1988-03-26,d005
480106,Brewster,Frezza,F,68625,1989-01-22,d009
480108,Jeanna,Litvinov,M,70517,1990-06-06,d009
480110,Boaz,Hebert,M,61243,1990-01-30,d005
480114,Shakhar,Suri,M,58228,1987-08-12,d007
480117,Florina,Herbst,M,73586,1994-01-15,d007
480118,Monique,Chinin,F,80797,1995-02-03,d007
480121,Martina,Benveniste,M,46124,1987-08-14,d005
480130,Heng,Kinley,M,40000,1989-10-23,d003
480131,Vivian,Wossner,F,47948,1990-03-15,d005
480135,Danny,Narahari,M,41663,1998-02-13,d005
480139,Jessie,Syrzycki,F,86804,1997-02-15,d004
480147,Nechama,Rodier,M,50739,1993-10-11,d005
480148,Elvia,Spinelli,M,44425,1994-10-18,d005
480158,Xiaoshan,Gente,M,76812,1987-10-07,d001
480161,Arno,Rosenbaum,M,46137,1995-09-13,d006
480171,Nitsan,Steenbeek,M,41857,1992-09-19,d009
480175,Elrique,Schmiedel,M,54121,2000-01-18,d005
480176,Xiaopeng,Haddadi,F,74254,1997-01-03,d004
480190,Kasturi,Brandsma,M,44416,1986-06-20,d005
480192,Dhritiman,Onuegbe,F,72095,1996-02-20,d007
480193,Cristinel,Oxenboll,F,57603,1998-01-15,d004
480194,Izaskun,Seghrouchni,F,49679,1992-02-01,d008
480199,Fumiyo,Msuda,M,54960,1992-09-16,d007
480203,Gennady,Papadias,M,67282,1996-09-28,d004
480213,Sugwoo,Kaltofen,M,53703,1992-01-27,d005
480216,Lucian,Babu,F,71670,1994-10-07,d007
480219,Luise,Lemarechal,M,73818,1987-11-24,d004
480227,Sungwon,Janocha,F,68980,1991-11-01,d007
480239,Jaroslava,Kowalchuk,F,54153,1990-02-02,d005
480240,Sanjiv,Falby,F,53055,1993-01-21,d005
480243,Candida,Gerlach,M,81568,1989-11-25,d001
480244,Etsuo,Pettis,M,40000,1988-05-26,d006
480251,Zhonghui,Chorvat,M,50054,1993-06-09,d005
480259,Giap,Antonakopoulos,M,40830,1987-07-27,d005
480271,Zita,Sooriamurthi,M,53938,1999-10-27,d005
480273,Jinpo,Serra,F,70610,1991-10-03,d007
480275,Sachar,Caine,F,45335,1991-05-12,d006
480277,Aleksander,Huhdanpaa,M,40000,2000-01-28,d008
480280,Berhard,Nitta,M,40000,1994-12-24,d004
480282,Zhanqiu,Granlund,F,73855,1996-04-21,d007
480283,Elvia,Barreiro,M,81319,1991-12-27,d001
480289,Dietrich,Verhoeff,M,40000,1989-05-03,d004
480296,Moriyoshi,Birnbaum,M,40000,1987-10-12,d005
480299,Kamakshi,Chiola,M,40000,1996-01-18,d004
480303,Chaitali,Picaronny,M,91915,1990-04-07,d001
480304,Halsur,Weedman,M,51694,1995-02-07,d004
480305,Leni,Peres,M,66696,1995-11-19,d005
480307,Fabrizio,Katzenelson,M,40000,1996-11-28,d005
480314,Lucien,Anguita,M,66541,1998-09-10,d001
480316,Pranay,Feinberg,F,52271,1988-03-27,d005
480317,Suebskul,Passafiume,M,40000,1989-10-05,d009
480319,Alexius,Hiltgen,F,61567,1987-07-15,d004
480320,Djenana,Eugenio,M,84296,1989-10-09,d002
480322,Fumiko,Showalter,F,46006,1992-03-05,d005
480326,Tayeb,Barbanera,M,86438,1991-01-31,d007
480328,Larisa,Tempesti,M,40000,1987-05-05,d004
480334,Maren,Maliniak,F,40000,1994-08-25,d005
480337,Jouni,Cichocki,F,40000,1986-02-24,d006
480344,Hatem,Neimat,M,50620,1990-12-23,d005
480348,Yuuichi,Antonakopoulos,F,40000,1993-02-01,d009
480349,Khaled,Narlikar,M,40000,1988-01-29,d004
480350,Zijian,Kalloufi,M,72913,1994-11-02,d007
480353,Weiyi,Vural,M,41583,1988-08-19,d001
480355,Taisook,Nooteboom,M,40000,1989-05-30,d003
480366,Chikara,Eiter,M,83998,1997-08-27,d001
480369,Bluma,Desikan,F,40000,1989-10-07,d002
480373,Jiafu,Edelhoff,M,66940,1990-11-29,d002
480374,Laurentiu,McClurg,F,70549,1993-04-09,d005
480376,Akhilish,Kieras,F,80095,1989-11-02,d007
480379,Guther,Merks,M,75469,1995-04-09,d007
480382,Barna,Back,M,40000,1998-07-15,d005
480387,Kazuyasu,Armand,M,40000,1994-03-17,d005
480388,Zhonghua,Zucker,M,49910,1993-03-11,d005
480396,Atreye,Piancastelli,M,40000,1993-05-19,d009
480404,Zhilian,Luck,M,47936,1990-06-19,d004
480410,Fabrizio,Naumovich,M,59078,1990-07-09,d007
480411,Erez,Sidhu,M,47271,1990-03-16,d005
480416,Armond,Toyoshima,M,72693,1987-12-24,d002
480417,Subhankar,Dolinsky,M,50233,1997-06-11,d007
480428,Alain,Gils,F,45552,1990-09-25,d004
480432,Domenick,Akiyama,M,40000,1994-03-19,d009
480436,Masako,Birdsall,F,55955,1997-04-24,d005
480448,Alper,Landherr,F,40000,1991-03-21,d004
480449,Atreye,Potthoff,M,46992,2000-10-03,d007
480451,Hairong,Malinowski,M,65411,1996-07-30,d001
480456,Tse,Chartres,M,51563,1998-11-17,d009
480459,Stevo,Oxman,M,58437,1986-04-28,d006
480463,Mokhtar,Slaats,M,66127,1986-02-21,d006
480470,Chriss,Kornyak,M,40000,1992-11-28,d005
480484,King,Rosis,M,46936,1998-04-19,d003
480495,Iara,Zongker,F,54636,1993-01-01,d005
480496,Ayakannu,Couchot,F,69560,2000-08-16,d005
480499,Martial,Iacovou,M,43006,1992-10-27,d003
480507,Harngdar,Cannard,M,40000,1999-04-04,d005
480508,Xudong,Picht,M,74678,1990-12-26,d002
480509,Fay,Apsitis,M,64731,1995-12-16,d009
480513,Marko,Pusterhofer,F,40000,1993-09-11,d001
480519,Kwangsub,Ghalwash,M,60207,1997-10-31,d005
480521,Aiichiro,Lenart,M,40000,1993-09-02,d001
480529,Zongyan,Bharadwaj,M,40000,1995-07-20,d006
480541,Ranga,Quittner,M,71885,1986-10-01,d006
480544,Xianlong,Thambidurai,M,40000,1986-09-25,d008
480547,Rance,Peternell,M,54246,1996-02-12,d009
480554,Hailing,Prochazka,M,76741,1991-04-23,d005
480556,Irene,Kropf,M,82778,1987-12-18,d001
480566,Georgi,Puppe,M,40000,1999-01-14,d008
480569,Wonhee,Morrow,F,40000,1996-10-30,d003
480572,Mohua,Fritzsche,M,40000,1995-12-09,d009
480575,Shiv,Luce,F,44753,1997-11-25,d005
480578,Szabolcs,Rothe,M,76184,1995-09-23,d002
480579,Kwan,Ghalwash,F,93230,1995-11-21,d007
480583,Guiseppe,Peir,M,70241,1994-10-23,d007
480584,Bernardo,Lichtman,M,78822,1987-07-26,d004
480587,Tonia,Trystram,M,50350,1991-06-23,d007
480590,Tzvetan,Asrin,M,40000,1988-08-13,d006
480601,Stella,Kohling,M,42474,1990-04-11,d004
480614,Bernardo,Peck,M,40000,1996-12-25,d003
480621,Elgin,Duclos,F,53526,1993-03-07,d006
480625,Teruyuki,Standera,F,40000,1997-05-21,d003
480631,Gao,Kavvadias,F,40000,1999-04-10,d005
480638,Muzhong,Merkl,F,40000,2000-02-09,d003
480642,Khalil,Gulik,M,72630,2000-06-18,d004
480649,Sibyl,Munos,F,56131,1990-11-16,d004
480650,Fumiko,Conte,F,40000,1991-07-20,d006
480656,Genki,Colorni,F,47192,1988-05-09,d008
480658,Munenori,Zumaque,M,104345,1997-10-16,d007
480664,Rosli,Zhang,F,40000,1994-04-15,d005
480670,Sanjoy,Penz,F,92833,1998-05-28,d007
480674,Kannan,Giveon,M,42370,1992-08-14,d005
480675,Nevin,Gubsky,M,40000,1998-07-01,d004
480680,Giordano,Manders,M,40000,1990-06-26,d005
480688,Aimee,Luan,F,61467,1995-08-24,d007
480689,Rasiah,Krider,M,46562,1986-08-16,d004
480693,Vasilii,Nitta,F,41080,1996-05-15,d005
480694,Leszek,Schaad,M,40000,1986-02-12,d008
480699,Jiafu,Garnick,F,87000,1987-01-12,d005
480711,Srinidhi,Assaf,M,83125,2000-07-16,d007
480725,Karsten,Rosar,M,62198,1997-12-20,d004
480726,Danny,Falco,M,63512,1998-11-24,d005
480727,Hongzue,Stroustrup,M,40000,1991-09-15,d004
480732,Rildo,Domenig,F,82925,1992-01-16,d007
480734,Marit,Velasco,M,61200,1990-10-01,d004
480739,Jinxi,Noriega,M,62613,1996-06-17,d007
480742,Christoper,Wynblatt,M,40000,1990-07-26,d008
480743,Ronghao,Kriebel,M,62904,1992-01-08,d005
480753,Ioana,Limongiello,M,40000,1999-08-24,d005
480754,Gladys,Cannard,M,70702,1991-05-18,d005
480757,Rimli,Kaelbling,F,60142,1994-06-02,d008
480771,Jasminko,Iwayama,M,40000,1989-10-25,d006
480775,Pradeep,Adachi,F,76897,2000-09-17,d002
480776,Fan,Standera,F,41997,1991-12-31,d007
480780,Akemi,Anido,M,73267,1994-07-02,d007
480784,Snehasis,Anido,M,54127,1996-11-22,d009
480788,Idoia,Vesna,M,52949,1989-10-13,d008
480789,Masami,Mahmud,F,64047,1994-10-25,d007
480793,Ziya,Wendorf,M,40000,1994-08-10,d005
480797,Ugo,Siprelle,M,40000,1997-07-24,d002
480800,Basim,Valtorta,M,73932,1994-03-30,d005
480801,Maren,Benveniste,F,40000,1987-12-16,d004
480810,Oksana,Yurov,M,51753,1999-03-03,d002
480815,Sedat,Wallrath,M,40000,1998-11-18,d005
480823,Ulf,Baig,M,53446,1994-02-01,d005
480825,Georgy,Rosaz,F,62762,1989-11-10,d007
480828,Bernt,Dayang,M,50992,1988-11-05,d001
480840,Kirk,Solares,M,57934,2000-12-24,d008
480841,Hatim,Barriga,F,70497,1997-01-20,d002
480850,Jasminko,Hardjono,F,54193,1989-04-29,d004
480851,Mani,Christ,M,40000,1989-08-15,d008
480853,Reuven,Otillio,F,40000,1997-03-14,d005
480855,Ottavia,Trumbly,F,61618,1989-02-06,d009
480858,Yoshinari,Zlotek,F,59451,1995-06-02,d007
480859,Stabislas,Morton,M,55029,1986-10-10,d009
480862,Maris,Kropp,F,62893,1999-09-22,d007
480865,Akeno,Lorch,M,40000,1987-11-18,d004
480870,Vincent,Srimani,M,43288,1998-01-28,d005
480871,Dipayan,Reutenauer,M,48614,1996-01-22,d004
480872,Pranay,Maierhofer,M,40000,2000-11-12,d006
480877,Nigel,Ravishankar,F,40000,1991-01-16,d005
480881,Dipayan,Weedon,M,40000,1999-10-11,d009
480883,Hitofumi,Rouquie,M,40000,1989-11-01,d003
480893,Mooi,Morrey,M,50339,1987-01-10,d004
480896,Atreye,Schlumberger,M,40000,1989-04-25,d004
480902,Brewster,Wilfing,M,70133,1991-08-01,d001
480920,Flemming,Plumb,M,88432,1988-12-19,d007
480922,Fumitake,Burnard,M,47788,1990-12-15,d007
480926,Guttorm,Magalhaes,M,41350,1999-01-02,d006
480929,Isaac,Chenoweth,F,40720,1990-02-09,d008
480932,Barry,McFarlan,M,40000,1998-07-08,d006
480942,Naftali,DasSarma,M,40000,1991-09-19,d006
480947,Ulises,Gronowski,F,50873,1998-11-27,d004
480963,Faiza,Besselaar,M,91651,1997-10-08,d007
480966,Duri,Mahnke,M,45654,1997-08-14,d005
480968,Shugo,Kaiserswerth,M,52559,1993-09-26,d004
480971,Gritta,Comyn,M,52347,1995-12-17,d004
480972,Arie,Munos,F,40000,1991-01-12,d002
480973,Emdad,Gien,M,66454,2000-12-05,d005
480976,Peternela,Katzenelson,F,73027,1988-02-04,d001
480981,Arco,Braccini,M,62938,1988-06-28,d001
480985,Chirstian,Murthy,M,63553,1993-02-06,d002
480988,Jeanna,Ambroszkiewicz,M,92874,1997-09-30,d007
480994,Berry,Alpay,M,50832,1987-12-29,d009
480995,Saeko,Argence,M,40000,1993-02-05,d008
481000,Hidefumi,Zirintsis,M,60945,1989-12-08,d007
481002,Sahrah,Kroft,M,62833,1997-08-27,d007
481005,Remko,Zeilberger,M,40000,1987-05-03,d008
481006,Ult,Belinskaya,M,59001,1990-08-22,d009
481017,Mooi,Sethi,F,65872,1990-11-18,d009
481019,Sampalli,Kalorkoti,F,66252,1988-04-03,d002
481024,Morris,Gulik,M,40000,1998-09-11,d004
481025,Hairong,Apsitis,M,56017,1987-09-21,d002
481035,Mohit,Melton,F,40000,1997-09-01,d007
481040,Shahaf,Serdy,F,74192,1991-05-02,d007
481043,Kersti,Covnot,M,52644,1989-12-17,d002
481058,Bouchung,Peral,F,40000,1995-11-19,d004
481063,Jenwei,Asmuth,M,40000,1998-11-13,d005
481064,Ramya,Hutton,M,40000,1995-10-18,d003
481069,Tze,Bhattacharjee,M,51841,1994-04-11,d005
481070,Miyeon,Gimbel,F,57299,1989-05-25,d009
481076,Yuqun,Muntz,M,40000,1991-02-24,d004
481079,Sibyl,Fiutem,M,82735,1987-08-31,d007
481082,Arup,Suermann,M,40800,1988-01-29,d002
481086,Marek,Radivojevic,M,86099,1991-12-28,d007
481096,Yongmao,Sadowsky,F,40000,1989-09-08,d005
481102,Mingzeng,Itzigehl,M,44489,1999-02-08,d004
481104,Shan,Hebert,F,40000,1993-06-27,d002
481109,Renee,Rosaz,M,51999,1992-01-23,d004
481116,Mokhtar,Famili,M,40000,1988-08-28,d009
481122,Goh,Huxford,M,40453,1996-06-20,d002
481127,Muneo,Oxman,M,40000,1995-03-02,d005
481128,Bodo,Gulak,M,40000,1987-09-11,d009
481129,Jaideep,Luce,F,65725,1998-06-20,d005
481138,Moie,Shumilov,F,50060,1996-05-10,d004
481139,Domenick,Honglei,M,40000,1997-07-11,d008
481144,Pramod,Honglei,F,40000,1995-05-16,d008
481146,Marek,Ramras,F,60346,1997-05-04,d007
481149,Bogdan,Marakhovsky,M,71270,1990-09-26,d005
481152,Zeydy,Schiper,M,57933,1986-08-12,d005
481153,Golgen,Thorelli,M,40000,1986-03-08,d004
481155,Phuoc,Avouris,F,75429,1998-10-21,d002
481162,Gino,Dehkordi,M,40000,1995-05-27,d005
481165,Vasilis,Thummel,M,62613,1987-09-29,d003
481172,Jaana,Usery,M,62133,1987-02-06,d004
481179,Remmert,Rosay,F,50684,1987-07-28,d008
481182,Domenick,Penttonen,M,74331,1986-08-09,d007
481188,Aiichiro,Jeansoulin,M,40000,1996-07-08,d009
481194,Shaleah,Delgrange,M,67927,1997-10-29,d004
481195,Hidde,Hedayat,M,65226,1990-09-04,d002
481200,Seongbae,Bain,M,61682,2001-01-11,d006
481201,Vidar,Hofmeyr,M,44624,1997-08-28,d005
481202,Bedir,Boguraev,F,77107,1987-05-04,d001
481221,Teiji,Gente,M,88607,1995-04-25,d007
481222,Zhiwei,Wrigley,M,40000,1990-11-12,d005
481223,Aran,Cusworth,F,51404,1995-08-08,d005
481228,Vishv,Cochrane,F,52131,1996-02-09,d001
481229,JoAnne,Goldhammer,M,53159,1995-05-20,d008
481231,Mahendra,Conry,F,72109,1987-07-03,d007
481236,Boguslaw,Chinen,M,43281,1992-12-13,d004
481243,Rosella,Streng,M,41497,1998-05-19,d005
481250,Evgueni,Cullers,F,83194,1994-04-26,d007
481252,Aluzio,Steenbeek,F,92785,1994-08-14,d007
481261,Alenka,Lindqvist,M,40000,1996-11-14,d008
481264,Jouko,Backhouse,M,40000,1992-03-17,d006
481265,Yucel,Majewski,F,41528,1995-03-01,d006
481266,Sorina,Simmen,F,40000,1998-06-30,d004
481269,Stepehn,Openshaw,M,40826,1987-02-16,d001
481273,Halsur,Fontet,M,49045,1991-04-25,d004
481274,Djenana,Dulli,F,77153,2000-09-22,d007
481281,Jasminko,Waymire,M,58955,1999-03-01,d005
481288,Suzette,Chaudhuri,F,56265,1989-12-19,d005
481296,Dmitri,Begiun,M,57853,1989-09-27,d007
481307,Hatsukazu,Pappas,M,58325,1987-08-19,d007
481312,Yefim,Schapiro,M,40000,1988-07-07,d005
481313,Cullen,Rodier,F,43078,1998-03-13,d008
481315,Yuichiro,Petereit,F,82299,1988-04-20,d007
481321,Haldon,Randi,F,51806,1986-09-13,d004
481322,Salvador,Hettesheimer,M,63839,1999-02-14,d009
481324,Rasikan,Munch,M,43831,1991-12-08,d005
481331,Jahangir,Setlzner,F,40000,1990-11-02,d006
481334,Kazuhiko,Ressouche,M,65269,1991-04-06,d002
481337,Basant,Taubenfeld,F,40000,1993-05-15,d005
481339,Zijian,Thorensen,F,40000,1987-06-13,d008
481341,Hidde,Ranka,F,79188,1994-06-17,d001
481343,Shaunak,Seiwald,F,76598,2000-05-17,d007
481348,Yuuichi,Arlazarov,F,43195,1993-11-28,d004
481350,Ioana,Crabtree,M,59727,1987-01-02,d005
481352,Stabislas,Ritcey,F,76833,2000-05-18,d009
481353,Herbert,Schaar,M,50879,1996-04-14,d004
481355,LiMin,Munoz,F,51197,1989-04-28,d006
481358,Dipankar,Spell,M,40000,1986-04-17,d009
481364,Kazunori,Klassen,M,72548,1986-09-15,d007
481365,Shaleah,Socorro,F,47898,1987-08-23,d005
481367,Sverrir,Billingsley,M,40000,1987-09-02,d006
481380,Adib,Cmelik,M,80400,1994-08-15,d005
481381,Suebskul,Baaleh,M,45524,1992-12-25,d006
481386,Shakhar,Rettelbach,M,60907,1990-09-12,d001
481388,Miquel,Collette,M,40000,1996-03-14,d009
481389,Oldrich,Luon,M,45547,1987-09-28,d008
481398,Lijie,Koblick,F,40000,1989-06-16,d004
481414,Heekeun,Selenyi,F,54042,1989-07-21,d004
481415,Mokhtar,Kaltofen,M,98904,1986-10-03,d007
481419,Masali,Coors,M,44385,1994-07-26,d009
481423,Zhensheng,Nilsson,M,52620,1998-12-22,d004
481434,Magy,Mondadori,F,72172,1998-08-27,d007
481439,Kiam,Marakhovsky,F,79405,1987-08-14,d008
481441,Baruch,Kugler,M,41323,1999-06-20,d005
481446,Shuzo,Verhaegen,M,42016,1992-12-25,d005
481447,Baoqiu,Erez,M,50186,1988-02-16,d004
481448,Kensei,Schlenzig,F,41065,1989-02-03,d008
481469,Kristof,Varker,F,40000,1996-02-07,d009
481474,Teunis,Kawashimo,F,40000,1994-05-14,d009
481475,Jessie,Danley,M,77051,1988-12-29,d007
481476,Yahiko,Silva,M,40000,1998-12-25,d005
481486,Parke,Pelc,M,40000,1997-09-04,d006
481491,Deniz,Kamble,F,40000,1998-05-06,d006
481494,Khalil,Luef,M,40000,1995-03-30,d004
481495,Sushant,Sambasivam,F,41520,1994-03-11,d004
481496,Christoph,Bonifati,F,55532,1999-05-09,d004
481502,Bikash,Fordan,F,40000,1996-04-12,d005
481506,Bluma,Rehfuss,F,78393,1999-11-11,d002
481508,Huai,Gornas,F,41410,1996-09-10,d001
481511,Junsik,Kriebel,M,40000,1998-09-18,d005
481513,Shay,Gustavson,M,52050,1989-08-14,d002
481515,Luigi,Jervis,M,40000,1994-02-19,d003
481517,Palash,Peris,M,41151,2000-05-21,d001
481518,Panayotis,Duclos,F,44214,1989-10-22,d004
481520,Etsuo,Hartvigsen,M,70081,1990-02-05,d007
481522,Paddy,Feinberg,M,40000,1991-08-24,d003
481523,Chinhyun,Hammerschmidt,M,43929,1993-11-04,d009
481526,Shim,Stemann,M,40000,1994-04-22,d004
481530,Pragnesh,Demos,M,40000,1999-10-27,d005
481532,Gadiel,Chaudhury,M,65877,1995-08-08,d007
481537,Yucai,Munch,M,79081,1987-08-19,d009
481540,Doohun,Antonisse,M,72087,1996-09-26,d008
481547,Marin,Rajcani,M,49616,1990-05-27,d005
